,date,home,home_score,away,away_score,winner
429,2015-11-18,SIU Edwardsville,60,Saint Louis,70,Saint Louis
430,2015-11-18,Sam Houston State,110,Prairie View A&M,69,Sam Houston State
431,2015-11-18,Central Arkansas,80,Akron,88,Akron
432,2015-11-18,Southeastern La.,76,Mississippi Col.,69,Southeastern La.
433,2015-11-18,Chicago St.,105,Indiana State,64,Chicago St.
434,2015-11-18,Arizona,91,Kennesaw St.,53,Arizona
435,2015-11-18,Gonzaga,91,Northern Ariz.,52,Gonzaga
436,2015-11-18,New Mexico State,75,Loyola (IL),51,New Mexico State
437,2015-11-18,Denver,75,Utah Valley,62,Denver
438,2015-11-18,Cal St. Northridge,72,Vanguard,52,Cal St. Northridge
439,2015-11-18,UC Davis,76,Pacific,46,UC Davis
440,2015-11-18,San Diego,71,San Diego,61,San Diego
441,2015-11-18,New Mexico State,76,East Tennessee State,63,New Mexico State
442,2015-11-18,Cal Poly,71,Cal St. Monterey Bay,62,Cal Poly
443,2015-11-18,UNLV,84,Utah Valley,64,UNLV
444,2015-11-19,Minnesota,70,Temple,75,Temple
445,2015-11-19,George Mason,68,Ole Miss,62,George Mason
446,2015-11-19,Missouri,59,Butler,93,Butler
447,2015-11-19,Towson,52,Oklahoma State,69,Oklahoma State
448,2015-11-19,Mississippi St.,79,Miami (FL),105,Miami (FL)
449,2015-11-19,Boston College,82,Central Conn. St.,57,Boston College
450,2015-11-19,Citadel,132,Mid-Atlantic Christ.,60,Citadel
451,2015-11-19,William & Mary,85,Washington State,60,William & Mary
452,2015-11-19,Indiana State,86,Creighton,65,Indiana State
453,2015-11-19,East Tennessee State,84,Marshall,74,East Tennessee State
454,2015-11-19,St. John's (NY),61,Rutgers,59,St. John's (NY)
455,2015-11-19,North Texas,63,Utah Valley,73,Utah Valley
456,2015-11-19,Charlotte,77,Furman,68,Charlotte
457,2015-11-19,Long Island,84,Maine,79,Long Island
458,2015-11-19,Clemson,76,North Texas,56,Clemson
459,2015-11-19,South Fla.,67,Washington State,73,Washington State
460,2015-11-19,Georgia Southern,77,Emmanuel (GA),58,Georgia Southern
461,2015-11-19,Georgia Southern,107,Green Bay,77,Georgia Southern
462,2015-11-19,Massachusetts,89,Central Ark.,62,Massachusetts
463,2015-11-19,Seton Hall,77,Long Beach St.,80,Long Beach St.
464,2015-11-19,Albany,88,Colgate,67,Albany
465,2015-11-19,Mercer,70,Alabama State,49,Mercer
466,2015-11-19,Lehigh,67,Yale,79,Yale
467,2015-11-19,St. Peter's,66,Hartford,67,Hartford
468,2015-11-19,Holy Cross,69,New Hampshire,73,New Hampshire
469,2015-11-19,Northwestern State,64,La.-Monroe,80,La.-Monroe
470,2015-11-19,NJIT,90,Boston U.,76,NJIT
471,2015-11-19,Nicholls St.,80,Mobile,58,Nicholls St.
472,2015-11-19,S.C. Upstate,55,Navy,67,Navy
473,2015-11-19,Alabama State,74,Southeast Mo. St.,56,Alabama State
474,2015-11-19,Valparaiso,89,Trinity Christian,42,Valparaiso
475,2015-11-19,TCU,90,Sam Houston State,63,TCU
476,2015-11-19,Southern U.,90,Tulane,82,Southern U.
477,2015-11-19,Memphis,83,Grambling State,65,Memphis
478,2015-11-19,Vanderbilt,79,Stony Brook,72,Vanderbilt
479,2015-11-19,Illinois-Chicago,67,South Dakota,83,South Dakota
480,2015-11-19,Gardner-Webb,125,Toccoa Falls,79,Gardner-Webb
481,2015-11-19,North Texas,95,A&M-Corpus Chris,70,North Texas
482,2015-11-19,Troy,63,UAB,79,UAB
483,2015-11-19,Nebraska-Omaha,75,Delaware State,60,Nebraska-Omaha
484,2015-11-19,Arizona,88,Boise St.,76,Arizona
485,2015-11-19,New Orleans,94,Pensacola Christian,57,New Orleans
486,2015-11-19,Wyoming,83,N.M. Highlands,67,Wyoming
487,2015-11-19,Colorado,83,Loyola Marymount,75,Colorado
488,2015-11-19,Weber St.,90,Antelope Valley,47,Weber St.
489,2015-11-19,LSU,78,South Ala.,66,LSU
490,2015-11-19,Grand Canyon,79,Alcorn St.,46,Grand Canyon
491,2015-11-19,Air Force,65,Mississippi Val.,64,Air Force
492,2015-11-19,Marquette,61,Northern Iowa,89,Northern Iowa
493,2015-11-19,Rice,69,Oregon,77,Oregon
494,2015-11-19,Bradley,57,Virginia Tech,82,Virginia Tech
495,2015-11-19,UC Riverside,77,Santa Clara,63,UC Riverside
496,2015-11-19,Fresno St.,78,San Francisco,71,Fresno St.
497,2015-11-19,Washington State,100,Mt. St. Mary's,67,Washington State
498,2015-11-19,UCLA,81,Pepperdine,67,UCLA
499,2015-11-19,Stanford,70,SMU,85,SMU
500,2015-11-20,Missouri,69,Minnesota,74,Minnesota
501,2015-11-20,Eastern Mich.,79,Siena,34,Eastern Mich.
502,2015-11-20,Butler,74,Temple,69,Butler
503,2015-11-20,Tulsa,90,Ohio,88,Tulsa
504,2015-11-20,UT Martin,66,Oral Roberts,70,Oral Roberts
505,2015-11-20,Oklahoma State,68,George Mason,71,George Mason
506,2015-11-20,Cal State Bakersfield,81,Pacific,68,Cal State Bakersfield
507,2015-11-20,Florida,77,Hofstra,82,Hofstra
508,2015-11-20,James Madison,64,FIU,61,James Madison
509,2015-11-20,Towson,60,Ole Miss,76,Ole Miss
510,2015-11-20,Radford,62,Siena,76,Siena
511,2015-11-20,Georgetown,71,Wisconsin,61,Georgetown
512,2015-11-20,North Texas,74,Mississippi St.,72,North Texas
513,2015-11-20,Northeastern,60,Fla. Atlantic,58,Northeastern
514,2015-11-20,South Carolina,76,DePaul,61,South Carolina
515,2015-11-20,Eastern Ky.,89,Ball St.,81,Eastern Ky.
516,2015-11-20,Howard,106,Medgar Evers,64,Howard
517,2015-11-20,Hampton,82,Appalachian St.,61,Hampton
518,2015-11-20,Virginia Tech,103,Stetson,62,Virginia Tech
519,2015-11-20,Jacksonville State,81,Florida,63,Jacksonville State
520,2015-11-20,Maryland-Eastern Shore,65,Rider,58,Maryland-Eastern Shore
521,2015-11-20,Bradley,59,Seton Hall,67,Seton Hall
522,2015-11-20,Georgia Southern,63,Murray St.,52,Georgia Southern
523,2015-11-20,Bryant University,71,Prairie View A&M,58,Bryant University
524,2015-11-20,Miami (OH),70,Lipscomb,68,Miami (OH)
525,2015-11-20,Utah Valley,66,Miami (FL),90,Miami (FL)
526,2015-11-20,Winthrop,80,Jacksonville State,69,Winthrop
527,2015-11-20,Villanova,86,East Tenn. St.,51,Villanova
528,2015-11-20,Duquesne,78,Penn St.,52,Duquesne
529,2015-11-20,Michigan State,92,Ark.-Pine Bluff,46,Michigan State
530,2015-11-20,Iona,92,Delaware State,77,Iona
531,2015-11-20,Ohio,68,North Texas,73,North Texas
532,2015-11-20,VCU,71,Duke,79,Duke
533,2015-11-20,Northwestern State,83,Columbia,80,Northwestern State
534,2015-11-20,Alabama State,105,Louisiana Tech,93,Alabama State
535,2015-11-20,Baylor,77,Jackson St.,60,Baylor
536,2015-11-20,Pittsburgh,95,Detroit Mercy,79,Pittsburgh
537,2015-11-20,Oklahoma State,85,McNeese St.,56,Oklahoma State
538,2015-11-20,Milwaukee,85,Trinity Int'l,61,Milwaukee
539,2015-11-20,Kansas,93,South Dakota,72,Kansas
540,2015-11-20,UTRGV,78,Tex. A&M-Kingsville,56,UTRGV
541,2015-11-20,Kentucky,78,Wright St.,63,Kentucky
542,2015-11-20,Central Arkansas,93,Charleston,75,Central Arkansas
543,2015-11-20,Norfolk St.,61,Indiana State,70,Indiana State
544,2015-11-20,Longwood,77,South Carolina,83,South Carolina
545,2015-11-20,Utah Valley,104,Antelope Valley,60,Utah Valley
546,2015-11-20,Northern Ariz.,90,Embry-Riddle (FL),57,Northern Ariz.
547,2015-11-20,Utah Valley,73,Union (TN),49,Utah Valley
548,2015-11-20,Colorado,85,Portland,63,Colorado
549,2015-11-20,Michigan State,70,Xavier,86,Xavier
550,2015-11-20,BYU,97,Adams St.,56,BYU
551,2015-11-20,Auburn,92,Ga. Southern,62,Auburn
552,2015-11-20,Virginia Tech,87,Long Beach St.,52,Virginia Tech
553,2015-11-20,Montana State,81,San Jose St.,69,Montana State
554,2015-11-20,Sacramento St.,96,Holy Names,56,Sacramento St.
555,2015-11-20,Washington State,85,Idaho,67,Washington State
556,2015-11-20,California Baptist,70,East Carolina,62,California Baptist
557,2015-11-20,Oregon,77,Savannah St.,59,Oregon
558,2015-11-21,Old Dominion,39,Purdue Fort Wayne,61,Purdue Fort Wayne
559,2015-11-21,Louisville,89,Florida,61,Louisville
560,2015-11-21,Wofford,73,Md.-East. Shore,63,Wofford
561,2015-11-21,UConn,83,Furman,58,UConn
562,2015-11-21,Western Ky.,67,Stony Brook,66,Western Ky.
563,2015-11-21,IUPUI,86,Kentucky,82,IUPUI
564,2015-11-21,Davidson,82,Charleston,81,Davidson
565,2015-11-21,Lipscomb,67,Northeastern,79,Northeastern
566,2015-11-21,Evansville,93,Belmont,88,Evansville
567,2015-11-21,S.C. Upstate,79,Bob Jones,83,Bob Jones
568,2015-11-21,TCU,67,South Dakota,76,South Dakota
569,2015-11-21,UNI,71,North Carolina State,67,UNI
570,2015-11-21,Dayton,69,William & Mary,66,Dayton
571,2015-11-21,Eastern Ky.,92,South Carolina,82,Eastern Ky.
572,2015-11-21,Liberty,86,Central Penn,50,Liberty
573,2015-11-21,Fordham,85,Fairleigh Dickinson,62,Fordham
574,2015-11-21,Sam Houston State,81,Southern Ill.,86,Southern Ill.
575,2015-11-21,Northern Ill.,100,Eureka,52,Northern Ill.
576,2015-11-21,Wagner,87,Maine,73,Wagner
577,2015-11-21,Coastal Caro.,116,Piedmont Int'l,35,Coastal Caro.
578,2015-11-21,Drexel,74,Monmouth,82,Monmouth
579,2015-11-21,Notre Dame,83,Mass.-Lowell,57,Notre Dame
580,2015-11-21,IPFW,87,SIU Edwardsville,67,IPFW
581,2015-11-21,Saint Joseph's (PA),63,Florida,74,Florida
582,2015-11-21,Wichita St.,76,Emporia St.,54,Wichita St.
583,2015-11-21,Washington State,104,Penn State,67,Washington State
584,2015-11-21,Chicago St.,81,Trinity Int'l,70,Chicago St.
585,2015-11-21,Canisius,87,Cornell,62,Canisius
586,2015-11-21,Miami (OH),69,Fla. Atlantic,75,Fla. Atlantic
587,2015-11-21,Campbell,54,Morgan St.,59,Morgan St.
588,2015-11-21,Norfolk St.,71,Ohio,93,Ohio
589,2015-11-21,NJIT,80,Louisiana-Lafayette,66,NJIT
590,2015-11-21,San Diego,43,UALR,49,UALR
591,2015-11-21,Radford,64,Prairie View A&M,56,Radford
592,2015-11-21,North Dakota,77,Bowling Green,59,North Dakota
593,2015-11-21,North Texas,75,UNC Asheville,47,North Texas
594,2015-11-21,Cal Poly,73,Austin Peay,64,Cal Poly
595,2015-11-21,Ball St.,78,Longwood,67,Ball St.
596,2015-11-21,Loyola (IL),69,Toledo,62,Loyola (IL)
597,2015-11-21,James Madison,64,Oral Roberts,74,Oral Roberts
598,2015-11-21,Vermont,85,Niagara,67,Vermont
599,2015-11-21,Rutgers,87,Central Ark.,84,Rutgers
600,2015-11-21,UC Santa Barbara,59,Oregon,71,Oregon
601,2015-11-21,Cal St. Fullerton,67,San Diego,55,Cal St. Fullerton
602,2015-11-21,Richmond,89,Bethune-Cookman,64,Richmond
603,2015-11-21,DePaul,67,Florida,83,Florida
604,2015-11-21,Virginia Tech,76,VMI,52,Virginia Tech
605,2015-11-21,Providence,94,Brown,73,Providence
606,2015-11-21,Albany,92,Oneonta St.,49,Albany
607,2015-11-21,Syracuse,66,Elon,55,Syracuse
608,2015-11-21,Samford,77,Kennesaw St.,65,Samford
609,2015-11-21,Illinois-Chicago,72,Sam Houston State,56,Illinois-Chicago
610,2015-11-21,South Fla.,66,Boston U.,78,Boston U.
611,2015-11-21,Northern Colo.,72,UMBC,81,UMBC
612,2015-11-21,High Point,75,Western Caro.,69,High Point
613,2015-11-21,Presbyterian,95,Citadel,79,Presbyterian
614,2015-11-21,Northern Ky.,56,Morehead St.,64,Morehead St.
615,2015-11-21,FGCU,104,Youngstown St.,101,FGCU
616,2015-11-21,Bryant University,59,Siena,78,Siena
617,2015-11-21,UCF,65,UNC Greensboro,54,UCF
618,2015-11-21,Kent St.,79,Marist,72,Kent St.
619,2015-11-21,St. Bonaventure,94,Maryland-Eastern Shore,82,St. Bonaventure
620,2015-11-21,St. Francis (PA),68,American University,48,St. Francis (PA)
621,2015-11-21,UNC Wilmington,80,Western Mich.,76,UNC Wilmington
622,2015-11-21,Manhattan,67,Bucknell,80,Bucknell
623,2015-11-21,Fairfield,83,Sacred Heart,79,Fairfield
624,2015-11-21,FIU,69,UT Martin,62,FIU
625,2015-11-21,Delaware State,66,Lamar,77,Lamar
626,2015-11-21,Rhode Island,73,Cleveland St.,45,Rhode Island
627,2015-11-21,N.C. A&T,68,Buffalo,86,Buffalo
628,2015-11-21,East Tennessee State,66,Middle Tenn.,69,Middle Tenn.
629,2015-11-21,Eastern Ill.,63,Western Ill.,83,Western Ill.
630,2015-11-21,Saint Louis,76,St. Francis (NY),60,Saint Louis
631,2015-11-21,Sam Houston State,97,Florida,52,Sam Houston State
632,2015-11-21,Alabama State,97,Oakwood,89,Alabama State
633,2015-11-21,North Texas,67,A&M-Corpus Chris,56,North Texas
634,2015-11-21,Drake,73,UMKC,79,UMKC
635,2015-11-21,Grambling State,67,Louisiana Tech,86,Louisiana Tech
636,2015-11-21,Illinois-Chicago,77,Chattanooga,81,Chattanooga
637,2015-11-21,New Mexico State,85,Mississippi Val.,46,New Mexico State
638,2015-11-21,Gonzaga,101,Mt. St. Mary's,56,Gonzaga
639,2015-11-21,Princeton,75,St. Peter's,72,Princeton
640,2015-11-21,Montana State,70,Carroll (MT),61,Montana State
641,2015-11-21,Utah Valley,79,UTSA,82,UTSA
642,2015-11-21,UTEP,77,North Texas,62,UTEP
643,2015-11-21,Pacific,82,Nevada,85,Nevada
644,2015-11-21,Idaho,85,Linfield,59,Idaho
645,2015-11-21,San Francisco,58,UC Riverside,57,San Francisco
646,2015-11-21,California Baptist,90,New Mexico State,82,California Baptist
647,2015-11-22,Hawaii,99,Nicholls St.,74,Hawaii
648,2015-11-22,Mississippi St.,84,Missouri,70,Mississippi St.
649,2015-11-22,Lipscomb,79,Fla. Atlantic,65,Lipscomb
650,2015-11-22,Long Island,78,N.C. Central,77,Long Island
651,2015-11-22,East Tennessee State,89,Gardner-Webb,64,East Tennessee State
652,2015-11-22,Saint Joseph's (PA),66,Old Dominion,64,Saint Joseph's (PA)
653,2015-11-22,Navy,76,Goucher,47,Navy
654,2015-11-22,Boston College,69,Harvard,56,Boston College
655,2015-11-22,Green Bay,94,Minn. Duluth,74,Green Bay
656,2015-11-22,FIU,70,Oral Roberts,76,Oral Roberts
657,2015-11-22,Cincinnati,99,Ark.-Pine Bluff,50,Cincinnati
658,2015-11-22,Georgetown,84,Duke,86,Duke
659,2015-11-22,Bradley,60,Towson,62,Towson
660,2015-11-22,Eastern Ky.,110,Longwood,97,Eastern Ky.
661,2015-11-22,Georgia Southern,68,East Tenn. St.,69,East Tenn. St.
662,2015-11-22,Quinnipiac,62,Holy Cross,56,Quinnipiac
663,2015-11-22,UMBC,65,Cal Poly,78,Cal Poly
664,2015-11-22,Colorado,87,Neb. Omaha,82,Colorado
665,2015-11-22,Miami (OH),67,Northeastern,61,Miami (OH)
666,2015-11-22,North Texas,81,Minnesota,68,North Texas
667,2015-11-22,N.C. A&T,72,Niagara,73,Niagara
668,2015-11-22,UTRGV,61,Portland,79,Portland
669,2015-11-22,Stephen F. Austin,88,LSU,64,Stephen F. Austin
670,2015-11-22,Seton Hall,75,Ole Miss,63,Seton Hall
671,2015-11-22,James Madison,75,UT Martin,78,UT Martin
672,2015-11-22,VCU,73,Wisconsin,74,Wisconsin
673,2015-11-22,Central Arkansas,78,Jackson St.,69,Central Arkansas
674,2015-11-22,Bowling Green,79,Youngstown St.,72,Bowling Green
675,2015-11-22,Columbia,88,Lehigh,61,Columbia
676,2015-11-22,Air Force,64,Robert Morris,52,Air Force
677,2015-11-22,Colorado,95,Oakland,89,Colorado
678,2015-11-22,Montana State,83,Wyoming,82,Montana State
679,2015-11-22,Northern Colo.,76,Austin Peay,91,Austin Peay
680,2015-11-22,Villanova,75,Akron,56,Villanova
681,2015-11-22,SMU,71,Yale,69,SMU
682,2015-11-22,Utah Valley,74,Temple,68,Utah Valley
683,2015-11-22,South Carolina,60,Ball St.,72,Ball St.
684,2015-11-22,Tulane,76,Appalachian St.,48,Tulane
685,2015-11-22,UAB,61,Jacksonville State,55,UAB
686,2015-11-22,Purdue Fort Wayne,85,Florida,70,Purdue Fort Wayne
687,2015-11-22,Loyola Marymount,86,Antelope Valley,62,Loyola Marymount
688,2015-11-22,Rice,65,Fresno St.,82,Fresno St.
689,2015-11-22,Oregon,73,Valparaiso,67,Oregon
690,2015-11-22,Indiana State,59,Tulsa,67,Tulsa
691,2015-11-22,FGCU,73,North Dakota,60,FGCU
692,2015-11-22,Long Beach St.,77,Oklahoma State,82,Oklahoma State
693,2015-11-22,Nebraska-Omaha,92,Southeastern La.,65,Nebraska-Omaha
694,2015-11-22,Miami (FL),85,Butler,75,Miami (FL)
695,2015-11-22,Washington State,92,Army,81,Washington State
696,2015-11-22,Arizona,61,Northwestern State,42,Arizona
697,2015-11-22,Vermont,71,Buffalo,77,Buffalo
698,2015-11-22,South Carolina,94,Hofstra,84,South Carolina
699,2015-11-22,UTEP,88,Alcorn St.,66,UTEP
700,2015-11-22,Virginia Tech,83,George Mason,66,Virginia Tech
701,2015-11-22,Portland,87,Abilene Christian,57,Portland
702,2015-11-22,St. Mary's (CA),78,Stanford,61,St. Mary's (CA)
703,2015-11-23,Creighton,85,Rutgers,75,Creighton
704,2015-11-23,Murray St.,66,Milwaukee,63,Murray St.
705,2015-11-23,DePaul,82,Norfolk St.,78,DePaul
706,2015-11-23,Pepperdine,84,Duquesne,70,Pepperdine
707,2015-11-23,Vanderbilt,92,St. John's (NY),55,Vanderbilt
708,2015-11-23,UTSA,0,Central Ark.,0,TIE
709,2015-11-23,South Ala.,85,Belmont,98,Belmont
710,2015-11-23,Youngstown St.,79,North Dakota,69,Youngstown St.
711,2015-11-23,Florida,90,Ohio,81,Florida
712,2015-11-23,Indiana State,78,Wake Forest,82,Wake Forest
713,2015-11-23,North Texas,81,Howard,87,Howard
714,2015-11-23,Drake,81,Western Ky.,79,Drake
715,2015-11-23,Samford,83,Troy,79,Samford
716,2015-11-23,Hofstra,66,Indiana State,67,Indiana State
717,2015-11-23,Providence,83,NJIT,76,Providence
718,2015-11-23,Kennesaw St.,71,IUPUI,63,Kennesaw St.
719,2015-11-23,La Salle,83,Louisiana-Lafayette,75,La Salle
720,2015-11-23,Jacksonville State,92,Thomas (GA),64,Jacksonville State
721,2015-11-23,Detroit Mercy,122,Michigan State,70,Detroit Mercy
722,2015-11-23,Kansas,66,Missouri,42,Kansas
723,2015-11-23,Virginia Tech,97,Bethune-Cookman,44,Virginia Tech
724,2015-11-23,Western Mich.,85,Rochester (MI),73,Western Mich.
725,2015-11-23,Michigan State,89,Eastern Mich.,65,Michigan State
726,2015-11-23,FGCU,77,Bowling Green,82,Bowling Green
727,2015-11-23,Davidson,77,Mercer,71,Davidson
728,2015-11-23,Marquette,81,LSU,80,Marquette
729,2015-11-23,Morgan St.,66,Goldey-Beacom,62,Morgan St.
730,2015-11-23,Coppin St.,92,Chestnut Hill,75,Coppin St.
731,2015-11-23,Stetson,101,Fort Valley St.,72,Stetson
732,2015-11-23,Illinois-Chicago,82,Chicago St.,79,Illinois-Chicago
733,2015-11-23,Northern Iowa,83,Chattanooga,63,Northern Iowa
734,2015-11-23,Baylor,100,Savannah St.,61,Baylor
735,2015-11-23,Southern Miss,78,William Carey,84,William Carey
736,2015-11-23,Memphis,64,North Texas,68,North Texas
737,2015-11-23,A&M-Corpus Chris,78,St. Edward's,50,A&M-Corpus Chris
738,2015-11-23,Central Mich.,60,Weber St.,63,Weber St.
739,2015-11-23,North Texas,63,Idaho,65,Idaho
740,2015-11-23,Northern Ariz.,81,San Diego,65,Northern Ariz.
741,2015-11-23,Cornell,76,Penn St.-Harrisburg,47,Cornell
742,2015-11-23,Xavier,78,Northern Ky.,66,Xavier
743,2015-11-23,California Baptist,96,Cal St. Northridge,61,California Baptist
744,2015-11-23,Chaminade,72,Kansas,123,Kansas
745,2015-11-23,Arizona,79,North Carolina State,76,Arizona
746,2015-11-23,Boise St.,100,Concordia (OR),53,Boise St.
747,2015-11-23,Grand Canyon,94,Mississippi Val.,60,Grand Canyon
748,2015-11-23,South Carolina,83,Tulsa,75,South Carolina
749,2015-11-23,Clemson,65,Massachusetts,82,Massachusetts
750,2015-11-23,North Carolina State,80,Northwestern State,69,North Carolina State
751,2015-11-23,Pacific,79,Notre Dame,44,Pacific
752,2015-11-23,Seattle,58,Eastern Wash.,52,Seattle
753,2015-11-23,San Diego,79,East Carolina,54,San Diego
754,2015-11-23,UC Irvine,79,Santa Clara,61,UC Irvine
755,2015-11-23,California Baptist,89,Sam Houston State,63,California Baptist
756,2015-11-23,UCLA,77,UNLV,75,UCLA
757,2015-11-24,Washington State,94,Gardner-Webb,65,Washington State
758,2015-11-24,Duquesne,96,Milwaukee,92,Duquesne
759,2015-11-24,Cleveland St.,57,Rider,52,Cleveland St.
760,2015-11-24,Indiana State,83,St. John's (NY),73,Indiana State
761,2015-11-24,Western Ky.,88,Central Mich.,60,Western Ky.
762,2015-11-24,Sam Houston State,68,South Dakota,92,South Dakota
763,2015-11-24,IUPUI,68,South Ala.,78,South Ala.
764,2015-11-24,Mass.-Lowell,104,Wheelock,76,Mass.-Lowell
765,2015-11-24,Chaminade,73,UNLV,93,UNLV
766,2015-11-24,Kennesaw St.,55,Belmont,80,Belmont
767,2015-11-24,North Carolina State,83,LSU,72,North Carolina State
768,2015-11-24,Md.-East. Shore,74,Fairfield,113,Fairfield
769,2015-11-24,Troy,63,Idaho,69,Idaho
770,2015-11-24,Penn St.,74,Radford,86,Radford
771,2015-11-24,Murray St.,59,Pepperdine,55,Murray St.
772,2015-11-24,Rhode Island,66,TCU,60,Rhode Island
773,2015-11-24,Bucknell,81,Siena,83,Siena
774,2015-11-24,Canisius,73,St. Bonaventure,77,St. Bonaventure
775,2015-11-24,Virginia Tech,90,N.C. A&T,60,Virginia Tech
776,2015-11-24,VMI,76,Presbyterian,61,VMI
777,2015-11-24,Delaware State,73,Fairleigh Dickinson,72,Delaware State
778,2015-11-24,Wright St.,66,Mt. St. Joseph,52,Wright St.
779,2015-11-24,S.C. Upstate,78,Winthrop,79,Winthrop
780,2015-11-24,Cincinnati,64,Southeastern La.,49,Cincinnati
781,2015-11-24,South Fla.,63,Albany,61,South Fla.
782,2015-11-24,James Madison,106,East. Mennonite,74,James Madison
783,2015-11-24,Hartford,77,Niagara,73,Hartford
784,2015-11-24,Central Conn. St.,75,Binghamton,81,Binghamton
785,2015-11-24,Morehead St.,85,Marshall,61,Morehead St.
786,2015-11-24,Columbia,70,Wofford,59,Columbia
787,2015-11-24,Charleston,61,Coastal Caro.,67,Coastal Caro.
788,2015-11-24,Brown,77,New Hampshire,88,New Hampshire
789,2015-11-24,East Tennessee State,86,Jackson St.,82,East Tennessee State
790,2015-11-24,East Tennessee State,95,Army,80,East Tennessee State
791,2015-11-24,Louisville,85,St. Francis (NY),41,Louisville
792,2015-11-24,Miami (OH),53,IPFW,57,IPFW
793,2015-11-24,Quinnipiac,69,N.C. Central,59,Quinnipiac
794,2015-11-24,Maryland-Eastern Shore,63,Stony Brook,76,Stony Brook
795,2015-11-24,Wake Forest,64,Vanderbilt,86,Vanderbilt
796,2015-11-24,Western Caro.,88,Hiwassee,63,Western Caro.
797,2015-11-24,Charleston,77,East Tenn. St.,76,Charleston
798,2015-11-24,Missouri,62,Northwestern State,67,Northwestern State
799,2015-11-24,Southern Ill.,97,Oakland,88,Southern Ill.
800,2015-11-24,Arizona,73,Marquette,78,Marquette
801,2015-11-24,Fordham,84,Colgate,58,Fordham
802,2015-11-24,Nebraska-Omaha,67,Ark.-Pine Bluff,44,Nebraska-Omaha
803,2015-11-24,Saint Louis,70,Florida,57,Saint Louis
804,2015-11-24,Oklahoma State,96,Incarnate Word,63,Oklahoma State
805,2015-11-24,Southern U.,79,Dillard,65,Southern U.
806,2015-11-24,East Tennessee State,77,Reinhardt,61,East Tennessee State
807,2015-11-24,UTRGV,83,Southeast Mo. St.,74,UTRGV
808,2015-11-24,Ohio,74,Louisiana Tech,82,Louisiana Tech
809,2015-11-24,South Dakota,83,South Dakota,63,South Dakota
810,2015-11-24,Ill.-Chicago,96,Roosevelt,58,Ill.-Chicago
811,2015-11-24,SIU Edwardsville,74,Campbell,77,Campbell
812,2015-11-24,Green Bay,66,Akron,63,Green Bay
